AccountID,NumTransactions,AvgAmount,MaxAmount,TotalIn,MaxIn,TotalOut,MaxCashOut,MaxDebit,MaxTransfer,MaxPayment,MaxFreqH,MaxFreqD
C0072198695,108,222837.5199074074,6217799.68,3364236.04,281193.65,20702216.11,208825.87,3094.93,6217799.68,18881.82,4,16
C0072814475,65,182006.0396923077,4203424.45,3029380.28,284863.25,8801012.299999999,219379.59,6272.68,4203424.45,20612.53,3,15
C0073748829,37,110280.15351351352,294454.02,3590245.4,294454.02,490120.28,171675.42,0.0,0.0,14113.8,3,7
C0075262230,160,106951.5051875,1563299.64,6585844.81,304785.51,10526396.02,265818.52,6928.92,1563299.64,17518.24,5,24
C0075834387,12,47970.19666666666,289438.86,221005.55,221005.55,354636.81,289438.86,8765.95,0.0,14956.11,2,3
C0076075572,49,67690.99897959184,232164.04,1416602.96,232164.04,1900255.99,208662.5,0.0,0.0,13517.92,2,7
C0077064757,12,167791.83,303137.31,1948418.63,303137.31,65083.33,65083.33,0.0,0.0,0.0,1,3
C0077362069,320,139728.211375,2599620.61,20696565.77,573012.46,24016461.87,304696.94,3394.83,2599620.61,27911.46,10,58
C0078858066,312,151889.3244871795,2347667.87,25592826.54,486504.71,21796642.7,275348.09,0.0,2347667.87,20652.53,8,54
C0080324170,22,240197.5763636364,1028116.14,2992768.73,796708.19,2291577.95,0.0,0.0,1028116.14,5464.51,1,4
C0082575914,689,160553.0368069666,3157071.03,51820195.46,472671.07,58800846.9,259244.6,9312.3,3157071.03,25486.43,17,129
C0083360615,11,121565.28545454546,521013.99,808005.9,189263.12,529212.24,0.0,3886.34,521013.99,4311.91,2,3
C0084152715,27,131451.71962962963,1433219.09,584527.14,167272.08,2964669.29,196482.26,2588.05,1433219.09,17279.76,3,5
C0084391456,10,109294.271,218330.7,196596.92,139692.01,896345.79,218330.7,0.0,0.0,14852.0,2,4
C0084580822,126,156802.7316666667,2264381.05,6489135.9,312771.26,13268008.29,237983.46,8037.67,2264381.05,17298.12,4,19
C0086748945,278,135894.8014028777,3301446.81,16310618.69,354617.48,21468136.1,314204.97,0.0,3301446.81,26221.96,8,58
C0087494710,36,116924.72361111113,312071.2,3549629.29,312071.2,659660.76,163365.38,0.0,0.0,24796.21,3,6
C0087614950,684,131475.72918128656,2120464.37,47223659.65,373484.9,42705739.11,311850.86,3444.54,2120464.37,27286.62,14,98
C0087887878,606,146976.74579207922,2856328.8,36861344.63,412349.9,52206563.32,301742.45,2401.04,2856328.8,27304.08,14,111
C0088174982,144,114436.2515277778,1749564.4,7944823.57,346760.23,8533996.65,262044.87,0.0,1749564.4,30109.08,5,26
C0088470840,53,104241.71433962265,372339.53,4277345.6,372339.53,1247465.26,199379.15,11374.48,250926.54,24821.27,2,8
C0088596071,66,120765.80045454546,2614757.95,2541942.68,373965.83,5428600.15,248156.42,19434.81,2614757.95,25335.36,3,11
C0090448123,229,126427.52676855896,1300085.24,11906718.67,335185.38,17045184.96,256787.12,16075.39,1300085.24,25912.22,7,34
C0090973654,12,163546.10666666666,717035.71,990104.33,294144.03,972448.95,144809.83,0.0,717035.71,18691.5,2,5
C0091569776,429,134507.76058275058,1859495.84,30934598.35,475179.13,26769230.94,304139.0,9327.45,1859495.84,21715.45,12,78
C0092619465,110,122203.90963636363,1182088.31,4342423.57,292970.47,9100006.49,277514.47,4514.58,1182088.31,21309.81,3,20
C0092647669,186,201489.94801075268,2712942.61,18451265.2,407439.6,19025865.13,215483.81,0.0,2712942.61,16035.2,6,29
C0093294945,60,137009.62666666665,1476466.61,5266547.93,326396.73,2954029.67,182391.99,0.0,1476466.61,22122.39,2,10
C0093961822,1318,137211.13396813354,3604453.74,87297016.69,512397.84,93547257.88,317759.72,34850.72,3604453.74,42186.36,25,189
C0095776805,70,117473.16471428573,533844.2,5551887.43,315603.15,2671234.1,271563.21,0.0,533844.2,27740.07,3,11
C0095797495,124,95043.9025,2128081.22,2952313.21,277031.0,8833130.7,237903.74,19503.24,2128081.22,29869.61,5,24
C0097494087,132,156032.34545454546,3170949.22,8133762.45,310045.5,12462507.15,332475.58,9221.82,3170949.22,22847.54,6,17
C0098423221,16,126257.681875,283928.73,1806181.57,283928.73,213941.34,201390.4,0.0,1433.09,11117.85,1,2
C0099451845,117,171737.0975213675,1577244.95,6740215.31,410208.73,13353025.1,242659.78,8840.71,1577244.95,22564.86,4,20
C0100524723,34,128756.44235294116,569339.45,3545456.7,331710.49,832262.34,125955.32,0.0,569339.45,0.0,3,6
C0100783331,156,179098.76711538463,3244033.57,7786189.8,368483.39,20153217.87,223271.93,1473.86,3244033.57,22729.37,7,22
C0101544149,58,117376.89068965518,1792640.77,2320223.34,178944.38,4487636.32,177555.67,9565.25,1792640.77,21745.0,2,12
C0102452714,327,134722.39957186542,1733843.97,24079396.64,356932.59,19974828.02,373601.9,0.0,1733843.97,23220.58,7,51
C0102552457,15,58204.31066666667,213926.1,302457.44,172173.75,570607.22,213926.1,2684.45,0.0,11319.79,2,3
C0103612754,145,110929.29848275862,1471472.4,5102985.8,331089.26,10981762.48,228866.07,15450.3,1471472.4,22825.14,4,23
C0103830907,122,227378.5675409836,6885089.73,15564759.38,6885089.73,12175425.86,214754.06,8868.38,2520997.24,16375.89,5,16
C0105398716,15,174872.05266666666,864341.05,496191.89,267368.04,2126888.9,192279.92,0.0,864341.05,13291.85,1,5
C0105732374,177,215586.6468361582,3142311.32,10860115.53,323595.89,27298720.96,262309.81,0.0,3142311.32,34725.02,7,24
C0106068724,179,137195.61709497208,2066696.55,11162062.89,360112.4,13395952.57,235184.42,1009.5,2066696.55,23494.06,6,25
C0107509301,126,118168.9626190476,1384425.76,4631680.29,250444.52,10257609.0,259435.04,7113.22,1384425.76,20752.59,7,21
C0108302143,306,144915.70003267974,2679946.81,17426782.29,300064.37,26917421.92,258896.85,12453.55,2679946.81,29387.19,10,43
C0108368137,24,124279.17916666664,289359.77,2795821.39,289359.77,186878.91,146655.71,0.0,40223.2,0.0,2,5
C0112817961,117,123268.90085470086,1010929.8,8578642.12,269527.21,5843819.28,235999.27,11992.72,1010929.8,20407.59,6,25
C0113528130,25,61095.1088,504157.35,214489.54,214489.54,1312888.18,177693.5,1977.75,504157.35,21479.08,2,5
C0114703456,18,156312.3827777778,337112.36,2632477.0,337112.36,181145.89,181145.89,0.0,0.0,0.0,2,5
C0116073192,267,130597.9938576779,2979101.19,19060841.78,369911.4,15808822.58,265160.22,5029.33,2979101.19,32182.75,7,39
C0116997850,171,131060.8670760234,1131668.79,12688881.63,361768.15,9722526.64,310753.02,21296.47,1131668.79,20417.3,5,28
C0117488631,104,149680.52875,1090383.0,4551440.48,321411.59,11015334.51,198493.7,10467.01,1090383.0,25750.89,5,15
C0117764003,20,142235.343,1291475.29,424804.25,177144.7,2419902.61,178082.64,0.0,1291475.29,18781.89,2,3
C0119837694,100,192296.1221,2728153.94,7085992.78,290495.05,12143619.43,230317.72,2884.85,2728153.94,20605.48,4,16
C0119943669,130,131816.89838461537,2730812.52,7349451.08,317649.4,9786745.71,209503.94,13212.61,2730812.52,16296.7,4,24
C0122529051,284,132188.13658450704,2098979.31,19691863.2,447441.43,17849567.59,241509.25,10500.96,2098979.31,29488.1,6,49
C0122993073,47,204788.50234042556,1907518.86,2502810.71,311006.61,7122248.9,191449.59,16353.62,1907518.86,14001.83,2,10
C0123198332,312,130235.38432692309,3394534.13,22025428.38,321916.7,18608011.53,311803.2,1418.0,3394534.13,22652.2,9,52
C0124143287,365,127591.45660273972,1933139.28,24980678.52,333892.09,21590203.14,386647.06,0.0,1933139.28,23826.3,8,61
C0125544472,229,113700.23192139738,1954934.94,7982923.82,281489.16,18054429.29,248944.24,7530.92,1954934.94,29689.49,5,45
C0126218567,732,147044.47648907104,2426474.61,48589369.28,408798.86,59047187.51,333754.31,6323.07,2426474.61,26888.66,15,115
C0127226697,12,103724.695,495315.1,156042.45,93783.62,1088653.89,115737.59,0.0,495315.1,23682.14,2,3
C0128082594,79,117250.8264556962,1124282.7,5942534.2700000005,270110.77,3320281.02,231964.15,2825.92,1124282.7,17270.47,4,17
C0129433580,172,168479.17296511628,3335039.19,5743357.13,370632.8,23235060.62,248616.41,0.0,3335039.19,27057.14,5,30
C0129456400,8,303141.0125,1787807.84,229504.33,161557.74,2195623.77,110996.43,9732.81,1787807.84,7225.75,1,2
C0130420527,232,164969.44887931034,2163080.38,14411562.26,355338.84,23861349.88,268835.19,0.0,2163080.38,25238.31,8,43
C0131049529,132,147249.6506060606,1735005.37,10700549.66,290231.24,8736404.22,243702.47,2737.05,1735005.37,22778.08,6,24
C0131861887,154,142009.80006493506,2283680.43,6379937.66,513954.35,15489571.55,322490.68,30291.98,2283680.43,16636.1,6,24
C0135054780,51,111343.44,437925.72,4485932.99,290142.51,1192582.45,245290.65,2584.52,437925.72,24536.13,3,8
C0135964009,189,117734.40015873016,1732239.48,12575565.13,326410.27,9676236.5,242496.28,6178.77,1732239.48,34694.2,6,26
C0136486649,4,68627.2275,203032.66,203032.66,203032.66,71476.25,63638.55,0.0,2202.07,5635.63,1,1
C0136912922,10,445097.73900000006,2446808.81,682001.06,200104.1,3768976.33,154061.79,0.0,2446808.81,0.0,1,5
C0137476575,37,77609.05621621622,628837.84,1453943.86,250475.27,1417591.22,169281.17,5101.78,628837.84,20407.82,3,6
C0137694386,26,105306.66307692308,262675.74,2726578.38,262675.74,11394.86,0.0,0.0,0.0,8527.26,2,6
C0140069912,32,127265.2165625,272163.93,3731298.24,244818.45,341188.69,272163.93,0.0,0.0,0.0,2,6
C0140225403,14,106417.78142857144,720367.64,311384.19,167732.1,1178464.75,197172.27,11434.64,720367.64,10332.86,2,3
C0140514891,119,139667.2662184874,1682279.58,6927986.15,344224.89,9692418.53,251952.8,7513.58,1682279.58,30788.08,5,19
C0141546599,30,128035.067,304588.39,3159235.05,304588.39,681816.96,199880.84,2521.04,0.0,2398.18,2,6
C0142443309,10,53924.939,204184.36,482051.64,204184.36,57197.75,0.0,3533.0,0.0,17449.22,1,1
C0142530255,93,97934.19333333334,1839501.52,2512555.3,290614.42,6595324.68,262070.38,2605.42,1839501.52,22052.76,4,14
C0142605870,84,183819.03964285715,2279165.17,8679119.51,325513.78,6761679.82,237653.54,10216.85,2279165.17,12089.31,3,12
C0144597704,75,179426.3656,1961083.81,10762305.8,304781.0,2694671.62,0.0,0.0,1961083.81,0.0,3,10
C0146378390,29,144378.69413793104,1014519.3,1144772.44,291896.55,3042209.6900000004,219177.66,1542.49,1014519.3,18888.69,2,5
C0146463110,184,117522.53826086957,2431378.62,12111703.7,329328.48,9512443.34,302061.65,0.0,2431378.62,20832.03,5,25
C0147573258,112,163552.7299107143,3619690.86,5024757.08,311736.29,13293148.67,264730.93,11517.95,3619690.86,18120.47,5,23
C0148106084,89,122320.89730337076,855404.59,7294893.44,273385.03,3591666.42,234532.56,1148.83,855404.59,15611.27,4,13
C0148328819,79,198283.53772151895,1938516.21,4769598.91,264180.14,10894800.57,216598.81,6263.28,1938516.21,17849.4,5,16
C0148883223,118,149361.8677118644,1752154.92,10209626.15,349851.78,7415074.24,312075.91,7434.84,1752154.92,15042.13,4,22
C0151462410,5,95238.884,137517.33,342811.13,137517.33,133383.29,133383.29,0.0,0.0,0.0,1,2
C0151499544,217,159090.02050691246,2964294.43,15581894.11,305581.29,18940640.34,326997.8,2712.78,2964294.43,20158.38,5,38
C0152172125,26,106516.1753846154,263762.49,2568643.26,263762.49,200777.3,159807.78,0.0,0.0,5539.68,3,7
C0154277883,219,160010.52214611872,1952673.32,20246039.67,341466.81,14796264.68,281265.65,2386.39,1952673.32,17884.89,6,49
C0155404912,12,86409.16916666667,190275.33,731474.94,190275.33,305435.09,173838.25,16024.46,0.0,6847.62,2,2
C0156363508,70,115029.14985714288,291051.85,8044701.41,291051.85,7339.08,0.0,0.0,0.0,7339.08,3,18
C0156506335,39,112931.46564102564,341052.38,3600888.47,341052.38,803438.6900000001,220744.94,0.0,0.0,19489.25,2,6
C0156711645,246,143906.7943089431,3713698.82,12031205.23,326616.84,23369866.17,234278.5,7672.67,3713698.82,20314.53,7,46
C0157085577,3,99869.29333333332,217988.79,288797.96,217988.79,10809.92,0.0,0.0,0.0,10809.92,2,3
C0160770733,81,140632.54,2655005.17,2290970.37,273265.13,9100265.37,181455.34,7156.39,2655005.17,17823.32,5,14
C0161573003,98,95186.2786734694,1251489.23,3615701.6,294424.98,5712553.71,292467.59,4451.67,1251489.23,22502.33,4,14
C0161917798,34,165966.88411764707,1442469.69,515273.08,208114.61,5127600.98,171855.81,0.0,1442469.69,19065.34,2,7
C0161979740,10,97378.286,142657.73,780085.07,134157.24,193697.79,142657.73,0.0,0.0,5862.66,1,3
C0162602634,69,177577.75159420288,1278770.82,6736537.73,269872.29,5516327.13,224234.42,0.0,1278770.82,16135.42,3,11
C0163214544,88,95754.51545454544,1907480.99,1249133.85,214344.87,7177263.51,194495.46,3541.37,1907480.99,18908.02,4,13
C0164701688,397,139497.90231738036,3141404.63,29981718.51,416107.8,25398948.71,302492.89,0.0,3141404.63,30487.74,8,71
C0164743806,95,143607.2924210526,3111872.33,2516023.69,289244.29,11126669.09,259597.23,12900.34,3111872.33,27696.99,6,20
C0165579325,275,125014.19767272728,2867638.49,18907163.11,320902.41,15471741.25,283578.92,19084.26,2867638.49,22404.88,7,38
C0165957521,16,91129.18375,298563.23,313874.27,179382.72,1144192.67,298563.23,1980.47,0.0,14042.73,3,4
C0167205219,25226,34370.93137556489,1509258.37,424851574.67,420037.85,442189540.21,326250.75,84971.81,1509258.37,42454.04,366,3958
C0167494427,12,100080.33833333332,221215.98,1166260.95,221215.98,34703.11,0.0,0.0,0.0,13346.46,2,3
C0170204243,189,151422.88015873017,1847099.64,15856576.86,293414.95,12762347.49,260528.01,19684.01,1847099.64,19791.58,6,33
C0170795923,57,67751.42859649123,520618.95,1371514.93,275354.48,2490316.5,226023.01,9178.97,520618.95,17984.38,2,8
C0170818835,362,154094.9590607735,2244514.14,26674145.2,443040.84,29108229.98,277431.22,5341.01,2244514.14,19300.41,8,55
C0170826054,176,137416.68522727274,2124334.24,11294993.75,397381.7,12890342.85,296325.04,547.94,2124334.24,27159.63,7,37
C0170843274,330,163715.06415151517,2275609.79,28999065.84,389979.75,25026905.33,298673.24,6041.41,2275609.79,25821.82,9,58
C0171457151,38,89669.76684210527,349248.05,1637557.69,275640.45,1769893.45,184190.78,3820.5,349248.05,17142.81,2,8
C0171568502,175,135218.5348,2294212.41,7209633.14,344514.39,16453610.45,255911.79,15875.1,2294212.41,23666.51,6,36
C0172688210,29,94849.18137931034,306540.35,1732890.8,306540.35,1017735.46,185004.12,0.0,0.0,22230.6,2,6
C0173292000,411,164587.3227007299,3599910.96,31725619.44,377959.76,35919770.19,323062.83,0.0,3599910.96,35929.62,9,67
C0174186083,50,112706.7006,629196.44,1715216.53,316505.39,3920118.5,219895.35,11019.75,629196.44,24138.42,3,8
C0176252423,146,151976.98602739727,2132324.13,12615040.28,288418.14,9573599.68,238581.47,4898.4,2132324.13,13538.98,5,20
C0176842019,8,173124.39,939377.91,407534.16,262214.11,977460.96,0.0,17022.26,939377.91,18006.94,1,2
C0177889395,211,170675.0351184834,5389011.24,11077111.12,310085.65,24935321.29,284075.06,6580.88,5389011.24,26332.3,6,35
C0177984333,5,576502.142,2460571.36,226475.03,226475.03,2656035.68,180521.7,0.0,2460571.36,11650.38,1,1
C0179981252,160,210273.1304375,4258318.78,11944306.31,326861.75,21699394.56,276535.49,0.0,4258318.78,22128.24,6,27
C0180313193,245,141160.88538775512,2734911.44,12256677.9,404061.61,22327739.02,282554.37,3221.71,2734911.44,22866.21,6,40
C0181293783,73,267467.2578082192,2439070.16,3843582.09,291340.14,15681527.73,224543.83,0.0,2439070.16,19426.3,4,15
C0181626828,281,112827.43163701068,1057680.77,17489271.04,360680.09,14215237.25,263948.49,5659.9,1057680.77,27670.09,8,51
C0184536117,76,44538.19315789474,907220.69,346793.80000000005,113301.16,3038108.88,206579.47,27779.15,907220.69,20768.39,3,11
C0185350849,241,134386.3653526971,2530078.79,17951938.54,345007.3,14435175.51,261296.03,0.0,2530078.79,18959.44,6,35
C0186470290,192,171433.17723958334,2848947.61,17793071.76,315279.59,15122098.27,354915.97,0.0,2848947.61,18061.64,6,35
C0186844889,111,121846.58234234234,1796628.86,3527573.49,263925.68,9997397.15,219146.91,11872.77,1796628.86,29586.94,4,16
C0188117277,48,116242.15145833332,694702.45,3997143.5,288487.38,1582479.77,299135.75,2202.96,694702.45,23476.11,3,7
C0190286552,60,174868.05483333333,1982765.13,6851421.43,386423.08,3640661.86,207022.94,5729.45,1982765.13,20004.21,2,10
C0190467115,690,136391.01771014492,3227957.01,49216260.97,403168.83,44893541.25,251601.49,8863.57,3227957.01,25077.26,13,96
C0191423191,68,124542.0411764706,740480.15,5380877.07,298719.53,3087981.73,233277.93,0.0,740480.15,24611.46,3,11
C0193080065,63,129605.58412698412,2351830.91,1634185.26,273078.59,6530966.54,230678.7,2811.16,2351830.91,20036.33,2,13
C0193946484,39,160113.74102564104,2098841.64,1550543.68,280156.91,4693892.22,189406.92,7734.6,2098841.64,16594.57,3,6
C0194462734,13,1077207.1784615384,6358707.97,7694128.739999999,6358707.97,6309564.58,0.0,0.0,6294732.3,14832.28,1,3
C0196158076,289,146211.56314878893,2659768.78,14840490.75,343461.39,27414651.0,365528.3,1944.94,2659768.78,23238.7,9,57
C0197681997,112,178429.86767857143,1930326.49,14704931.03,278722.19,5279214.15,0.0,0.0,1930326.49,7533.59,5,20
C0198761934,26,98776.24,257219.6,2247001.05,257219.6,321181.19,213598.05,0.0,0.0,6054.14,2,6
C0199170621,263,148673.28813688213,2313049.95,21282415.68,365281.51,17818659.1,221884.05,0.0,2313049.95,28273.43,7,42
C0201359821,193,143052.1554404145,3002690.06,11360766.42,296451.49,16248299.58,233218.74,5169.73,3002690.06,18377.4,6,29
C0201573227,7,229656.9242857143,1001486.53,79233.62,79233.62,1528364.85,71097.79,0.0,1001486.53,6725.15,2,2
C0201672498,144,138689.34097222224,3348024.64,3876211.33,270482.3,16095053.77,357283.66,7859.42,3348024.64,31458.32,4,20
C0203598149,88,119156.21136363636,974273.26,6885774.62,304989.32,3599971.98,278153.61,0.0,974273.26,24405.11,3,15
C0204792158,723,152069.5314384509,3531613.78,52022385.4,439590.36,57923885.83,319885.99,9162.68,3531613.78,21825.31,17,128
C0206098873,224,122134.08986607144,1833909.92,15093741.05,272272.07,12264295.08,254984.75,2082.5,1833909.92,21630.08,7,31
C0207349543,101,116560.1989108911,537948.26,7661796.79,390137.87,4110783.3,255008.26,2675.54,537948.26,15633.87,4,16
C0207472530,11,62813.21363636363,188996.97,503328.47,188996.97,187616.88,109876.9,0.0,39829.94,15323.82,1,3
C0207702608,57,114788.96263157896,1143407.4,1438318.39,258527.49,5104652.48,204175.82,0.0,1143407.4,24571.94,3,9
C0208382886,17,92099.65,234602.68,1556924.3,234602.68,8769.75,0.0,0.0,0.0,8769.75,2,3
C0208612862,270,143138.95574074073,2630122.77,21100850.03,334603.52,17546668.02,259873.08,9878.03,2630122.77,24444.64,7,47
C0209006542,162,143741.2542592593,1531190.8,6490754.79,309140.06,16795328.4,227220.74,7086.63,1531190.8,22028.41,5,27
C0209071333,109,143475.39366972478,2017028.81,9461173.45,358237.67,6177644.46,210705.91,3423.31,2017028.81,14416.27,4,16
C0211270934,338,136813.30618343197,1917160.72,25083609.49,353839.84,21159288.0,328657.49,8976.54,1917160.72,18559.87,10,65
C0212293209,69,124696.59666666666,1651562.13,3105153.08,355911.05,5498912.09,252937.48,0.0,1651562.13,16863.81,3,12
C0212335710,257,152238.4705836576,3026273.08,13807770.31,327630.4,25317516.63,350459.47,0.0,3026273.08,27182.44,8,38
