AccountID,Fraudster
C1511315109,1
C5832190319,0
C5465637980,1
C5343432882,0
C1877395968,1
C7602108764,0
C4729599886,1
C9683249500,0
C3655996325,0
C1832132970,1
C7320618796,0
C0338196390,0
C3406250535,1
C3953591359,0
C0790789307,0
C4682371980,0
C4814700460,0
C1943114650,1
C2007885319,0
C8243866007,0
C3717248172,0
C4986897210,0
C1978624525,0
C5690914547,0
C3551074944,0
C4540863505,0
C1597901435,0
C7135821780,0
C8056366868,0
C6408085233,1
C1593846557,0
C3667000476,0
C9323137203,0
C4766900704,1
C0274258103,0
C0657315562,0
C1924117788,0
C7431030739,0
C2520968665,0
C2245282371,0
C3553473554,0
C4441764865,0
C9772369225,0
C7829352957,0
C0681852466,0
C3396471086,0
C6053271948,0
C9459557462,1
C9636651579,0
C3344676242,0
C6421059078,0
C2534765177,0
C2366938523,0
C6281456739,0
C7559764572,0
C0314514104,0
C5675200159,0
C1398987390,0
C7811454648,1
C0246079605,0
C6178950376,1
C1061765869,0
C3960229006,0
C2091431358,0
C3812558327,0
C3101947309,1
C7366437852,0
C4402088968,0
C2173922281,1
C3687287315,0
C4073248553,0
C8613766433,0
C8165575059,0
C7008470968,0
C2901256286,0
C6640673616,1
C2364579848,0
C5567802938,0
C8410089314,0
C3674790924,0
C9933772932,0
C7731788251,0
C7338729368,1
C1914673622,1
C5293421344,1
C0647162783,0
C4228352021,0
C2331922781,0
C7497590863,0
C7504447204,0
C3104226279,0
C8288899391,1
C2480181660,0
C7069554184,0
C7368133868,0
C4934591770,0
C9304791036,0
C6842534041,0
C6094696337,0
C7596631612,0
C1314437487,0
C1444245006,0
C3660450008,0
C1991918675,1
C2316613887,1
C4866820237,0
C9268631447,0
C1064030788,0
C6751862000,0
C4854665407,0
C4151119475,0
C6116019432,0
C2660167031,0
C3293169869,0
C7118749456,1
C9639568075,0
C9562244666,0
C6399877095,0
C9925952296,0
C0898202620,1
C2377287477,0
C9656905852,0
C7095051126,0
C5945570281,0
C1908130565,0
C6854676928,0
C3886184716,0
C0386964607,0
C8447754395,1
C5773905631,0
C5835046452,0
C4919419338,0
C9461324204,0
C5664272604,0
C4392545468,0
C1218855842,1
C7634970222,0
C7436347145,0
C8951097872,1
C4063085296,0
C6360928180,1
C1844911317,0
C5776685582,0
C2962596576,1
C8752251071,0
C1650446778,0
C6702104075,0
C5869657389,0
C3032142810,0
C3470383612,0
C5752812694,0
C2821749293,0
C9435749856,1
C7295781689,0
C2752741973,0
C2501395739,0
C9833429830,0
C9366230927,1
C6909349214,0
C8048630888,0
C7228517938,0
C4581974499,0
C0964303424,0
C2372580825,0
C9407236729,0
C3551286717,0
C7211817175,1
C6688249710,0
C6201342683,0
C7293334853,0
C7021212306,0
C3406522575,0
C1585364388,1
C9276829656,1
C6400016034,0
C2069874333,0
C6150962270,0
C6164414065,0
C5602525833,0
C8125723050,0
C1426446813,0
C9212873699,0
C5508078363,0
C8317910318,1
C7937385209,0
C3360473860,0
C0312006313,0
C2632258742,0
C3455823688,0
C8937496178,0
C0212382069,0
C1033569624,0
C6539021130,0
C3495445501,0
C5804690509,0
C3309573568,0
C4990600252,0
C3682730595,0
C5214969483,0
C4926644855,0
C5135531723,0
C5561407381,0
C2526062873,0
C0785484162,0
C7469236719,0
C7525422671,1
C8321459525,0
C2892582984,0
C2308481038,0
C0968106658,0
C3525618483,0
C7744592581,0
C0339610738,0
C7073355913,0
C3170511536,0
C5339078231,0
C9721218033,0
C2224269506,0
C9034479302,0
C2866588851,0
C6708987975,1
C5494865818,0
C7129305468,0
C8493513033,0
C7066033683,1
C8116175828,0
C2782919996,0
C4159078609,1
C3801435704,0
C6430951016,1
C2162004455,0
C8946046412,0
C6932952979,0
C5480074303,0
C4871234283,0
C5050294767,0
C4257705298,0
C8956587218,0
C3689338860,0
C8660912306,0
C4886375029,0
C1009618298,0
C9665819668,1
C8326729892,0
C6643964522,0
C4557676060,1
C9043433968,0
C1564303061,1
C1049472061,0
C6916454303,0
C0750459127,0
C7391733588,0
C2233572668,0
C8202304666,0
C6416902734,0
C7599953502,0
C2865279764,0
C6701889486,0
C0647834875,0
C5735313044,0
C4972724807,0
C9640171447,0
C3359283750,0
C3692832985,1
C2627301299,0
C4703065134,0
C2669703041,0
C2205483072,1
C4583958070,0
C9850322512,0
C5805608630,0
C4828701552,0
C7825208091,1
C8788604691,0
C7929768575,0
C5649163105,0
C4627326192,0
C5767514882,0
C9013145976,0
C6653979344,1
C7771613737,1
C2178210244,0
C0036158887,0
C7666605739,0
C5239542853,0
C3146612408,0
C9033426551,1
C6086664560,0
C5024634381,0
C9045652810,1
C1382830815,0
C5204626583,0
C7742876730,0
C4461304044,0
C8313859031,0
C7460379086,0
C6392013275,0
C1263361353,0
C6005901014,0
C1344274839,1
C2639876964,0
C6456318416,1
C5528315207,0
C7917451313,0
C0690992516,0
C7112843535,0
C7406314861,1
C6619591824,0
C5491237009,1
C6907486950,1
C7086691433,0
C6203348159,0
C3649844988,0
C4831894508,0
C0377107075,1
C8285612663,0
C2391835867,0
C9713281240,0
C3234810445,0
C7604074588,0
C2906603797,0
C0372141602,0
C1147114707,0
C3886430427,0
C0156506335,0
C9653625496,0
C9030607350,0
C7239942491,1
C1445124687,0
C3699069750,0
C1908682909,0
C8119427073,0
C6736621163,0
C0334827474,0
C4916379369,0
C9686059274,0
C7874282559,0
C1992388837,0
C2996780372,0
C2153878863,0
C0341676040,0
C7674494650,1
C4159577886,0
C2899955048,0
C7593752265,0
C1133819834,0
C2655937072,0
C5104391655,0
C5885407326,0
C2646157355,0
C3074977957,0
C4306171277,0
C6330365568,0
C6704569931,1
C2356832788,0
C3015535241,0
C1085618825,0
C4499586753,0
C0683894273,0
C3283932908,0
C2999495255,0
C9975013696,0
C3620534668,0
C3571303457,0
C3395863593,0
C8083471475,0
C4856760627,0
C3389495030,0
C2553538807,0
C2832175909,0
C6638657274,0
C2546315388,0
C0701404523,0
C0046650771,0
C5493280577,0
C9974641281,0
C6285489804,0
C5534256610,0
C8481790728,0
C1454984014,0
C8287634931,1
C0959374886,0
C7603690745,1
C6833489780,0
C1156569965,0
C6106225239,0
C1472983442,1
C0725737709,0
C7669367208,0
C1490937278,0
C9524721278,0
C1601643925,0
C4266633810,1
C1457001187,0
C7495862516,0
C6511486271,0
C3346276719,1
C1245197541,1
C5174760544,0
C4673580863,0
C7431978315,0
C5051848863,0
C7894645437,1
C0761576896,0
C6613020592,0
C1897774977,0
C8747165376,0
C4949578247,0
C7340030139,0
C2014496702,0
C3047461113,0
C7359316650,0
C2348367256,0
C2419656084,0
C5483360422,0
C5234107722,0
C4033250510,0
C0681437688,0
C3913684722,0
C5835333899,0
C4180842054,0
C9855081657,0
C4667858741,0
C6178871145,0
C0414426366,1
C8149869367,0
C9868320757,1
C4728642557,0
C1937128819,0
C4450733908,1
C7629941426,0
C2382465947,0
C8408374659,0
C4198029901,0
C7095577471,0
C0199170621,0
C3214088422,0
C1731194178,0
C8879063331,1
C6310403315,1
C8273431856,0
C7158573618,0
C8233174076,0
C4635149842,0
C9270575176,0
C5818195721,0
C3111323194,1
C7663531742,1
C7304376843,0
C1361896107,0
C2284827373,0
C8848237202,0
C1113437085,0
C3498986594,0
C9581499656,0
C5244601690,0
C6276601397,0
C9766203469,1
C7770553176,0
C8404822466,0
C8094923565,1
C4376493156,0
C7127271926,0
C5479939133,0
C6185166505,0
C7414735435,0
C7548389119,1
C8497528954,0
C2257079873,0
C0502456154,0
C1468205771,0
C4425025049,0
C8326799065,0
C7752066939,0
C7951888182,0
C3769411047,1
C6658243668,0
C4964147609,0
C6566179629,0
C9788681455,0
C2304867219,0
C0619169087,0
C3241691213,0
C5043834125,0
C5450054855,0
C0691360594,1
C7652703437,0
C7420074832,0
C3050502324,0
C9203012571,0
C2243521578,0
C0127226697,0
C0750824996,0
C4622073514,0
C9873851691,0
C0993664888,0
C6349562495,0
C7378284700,0
C6789570550,0
C6100058695,0
C8744249825,0
C1341078940,1
C7142058246,0
C3681723555,0
C7003940884,0
C6055489876,1
C4866050770,0
C4373478335,0
C9831676220,0
C5615784992,0
C7692734839,0
C6151700379,0
C3180844596,0
C0137476575,1
C9433319879,0
C4334541746,0
C5469302450,0
C5914973212,0
C0986676810,0
C3436865231,1
C1287478652,1
C5041863992,0
C3998364742,0
C7001423227,0
C6778050581,0
C0622509870,0
C3743951563,0
C7154954871,0
C7555952080,0
C7460002128,0
C8100355857,0
C0646291480,0
C6180520585,0
C6864428668,0
C7966396697,0
C3368430741,0
C7486691068,0
C2049672131,0
C2199817192,0
C6181565521,0
C0693223956,0
C6893176017,0
C0998767229,0
C5814131220,0
C4982516978,0
C3883896294,0
C6143983903,0
C3863087635,0
C5787802364,0
C2182533732,1
C8695144539,0
C1606118409,0
C6537831378,0
C9665683688,0
C0957923707,0
C7107369718,0
C4182000787,1
C0947575857,0
C4933118557,1
C1040648140,0
C2675666568,0
C7510857138,1
C2106674220,0
C9577117995,0
C6765583791,0
C6544351162,0
C8379998036,0
C0148328819,0
C2017609094,0
C8886504907,0
C6142072417,1
C7062240089,0
C1960859468,0
C2247498921,1
C6641058156,0
C2288435931,0
C3178480072,0
C1067391770,0
C3430663507,0
C1994458685,0
C3736860216,0
C7104071598,1
C5010031376,0
C4719551386,0
C9900602838,0
C2621103002,0
C5448556220,1
C9222515443,0
C3019273953,0
C7217527265,0
C0760847275,0
C2815088614,1
C8969146389,0
C6963602545,1
C9979636622,0
C1340582529,0
C1123047177,0
C1254633435,0
C4462745681,0
C0309805349,0
C5464868766,0
C4576241755,0
C8079795748,0
C4417450232,0
C8983120443,0
C2921958265,0
C6831349182,0
C4144831807,0
C1841005747,1
C6994464184,1
C5236410245,0
C8070312520,0
C1772486921,1
C6221576289,0
C3698392360,0
C0869538253,0
C8043387019,1
C5738930359,0
C2880075342,0
C0882956721,0
C6955934234,0
C3811726126,0
C5625285721,0
C9562633390,1
C4038440651,0
C6713079010,0
C0357572973,0
C2282714138,0
C0315048784,0
C3472368400,0
C5000542420,0
C8305480190,1
C3383032122,0
C2053585018,0
C4833404443,0
C6622244166,0
C8317625492,0
C1274045934,0
C3155373610,0
C1223473877,1
C2680863252,0
C2023102110,0
C6185762359,0
C3953964996,0
C1758405622,0
C8829678619,1
C7579929925,0
C8759576126,0
C5778277960,0
C5515094827,0
C4723204379,0
C7870133394,0
C9484493687,0
C6563300558,0
C8234001624,0
C0286519704,1
C0976707557,0
C8828074658,0
C1721616593,0
C3580558630,0
C3260130428,0
C8377881182,0
C9159002173,0
C9131176251,0
C1508530367,0
C1283508405,0
C9779428595,0
C9268899004,0
C2351186294,1
C9807208102,0
C0860661006,0
C2836278437,0
C5821225502,1
C0466390386,0
C9162755362,0
C3342894021,0
C6381738133,0
C3281879530,0
C4498413983,0
C2219678585,0
C3000799802,0
C1163763230,0
C1588996457,0
C2737535065,0
C7160425142,0
C2453006476,1
C0197681997,0
C3360969959,1
C4957768139,1
C8111428276,0
C0316978730,0
C2865035200,0
C3489067325,0
C1684575687,0
C4138850684,0
C5323576401,0
C3371295688,0
C6650531734,0
C6252968826,0
C9717663077,0
C6104141963,1
C6225376218,0
C2883943126,0
C3765502447,0
C3002025461,0
C4319498867,1
C7495716862,0
C0433814088,1
C5720620841,0
C8759933984,0
C1338852259,0
C7721780873,0
C4027418103,1
C6500349287,0
C0023020870,0
C2022830757,1
C5519983456,0
C4304026291,0
C2064056370,0
C6894538177,0
C7172519684,1
C7363396076,0
C9140374375,0
C0692402869,0
C2179444304,1
C4536052948,0
C0968470340,0
C7145415169,0
C6356068177,0
C2688556446,0
C6245306763,0
C9697187867,0
C7021353181,0
C9087077201,0
C3274138130,0
C8713320800,0
C9414636857,0
C6277590756,1
C6157153039,0
C0443775285,0
C6200880211,0
C9668035273,1
C8641320432,0
C1138954066,0
C5699006309,0
C7953128230,0
C7323736436,1
C2355317797,0
C7894150664,0
C5285805556,1
C3094511349,0
C2710650658,0
C6450758416,0
C0487435139,0
C1121783525,1
C3701686858,0
C2405495329,0
C8349830836,0
C5678799123,0
C4674183399,0
C5670103192,0
C9130555156,0
C0354924166,0
C1062926337,0
C2925322424,0
C2114888795,0
C7569242590,0
C7907513695,1
C9841217415,0
C9291195233,1
C7168757537,0
C4657761277,0
C2534139000,0
C1285355346,0
C8133947798,1
C8201017581,0
C0853915658,0
C0186470290,1
C1631830599,0
C7284021144,0
C1205002628,1
C5734711335,0
C9069159241,1
C1530179627,0
C2258664113,0
C2919498795,1
C2584763541,1
C0546050465,0
C6367906089,0
C7423954996,0
C0108368137,1
C1424736659,0
C3448541090,0
C7358070959,0
C1556700607,0
C9499709964,0
C3309002895,1
C2979912696,0
C4947006070,1
C3079799071,0
C3245792778,0
C4501328907,0
C1914178999,0
C4362747392,0
C0155404912,0
C4395680433,1
C5739850601,0
C9188910467,0
C2443401386,0
C9552502064,0
C3078289635,0
C7610775605,0
C1823437059,0
C7528011988,0
C9207442118,0
C9207400100,0
C8653515946,0
C9613438018,0
C3294406883,0
C9522829278,0
C9039168974,0
C1442398046,0
C7332613453,1
C6306334226,0
C7875681056,0
C8792338700,0
C7604737085,0
C9604862930,0
C8951086309,0
C0717357401,1
C6028784431,0
C3801388679,0
C8524135557,0
C3490279529,0
C8054283372,1
C9241536021,0
C2906387336,0
C4729732350,0
C0600628042,0
C6275661319,1
C0924441487,0
C4540572346,0
C6838728781,0
C3607177411,0
C9432008014,0
C0330629968,0
C5506297213,0
C2851469105,1
C7378658230,1
C2163133360,0
C5593031631,0
C3031519392,0
C5400778969,0
C0252332518,0
C4345340479,0
C9289824499,0
C9153182179,0
C4719355763,0
C5969097276,1
C2031704448,0
C6018529635,0
C5189959088,1
C5580990488,0
C3827478719,1
C7677243525,1
C7436312009,1
C5565970228,0
C4087619935,0
C5459197141,0
C2519721405,1
C9926415827,0
C7677356089,1
C3634779026,0
C1873460151,1
C1583887340,0
C4898791327,0
C8586757718,0
C6851208890,0
C5982971402,0
C6272148285,1
C2601355620,0
C0967888963,1
C0707692368,0
C0352072165,1
C5880208292,1
C4550781171,0
C1658355494,0
C3243734025,1
C8525093432,0
C2642678506,0
C4272245210,0
C1405136258,0
C9717120967,0
C6857356215,0
C2412373562,0
C8787394494,0
C4220109826,0
C7453279087,0
C0084391456,0
C8573364572,0
C6960228233,1
C7711052717,1
C6095213945,0
C7078749334,0
C8844727607,0
C4248938687,1
C3383723207,1
C3901166707,0
C4518124936,0
C0272523537,0
C9319260010,0
C9869048443,0
C8447859534,0
C2541070053,0
C8966254946,0
C8984471512,0
C0643079464,0
C3444366488,0
C3688338548,0
C0610876458,0
C9020354795,0
C0728146367,0
C8634224338,0
C1270163021,0
C4946771737,0
C3591995491,0
C3930999800,0
C4298332783,0
C1181813261,0
C2051086998,0
C4283610698,0
C0761681469,1
C9574445084,0
C6506176483,0
C5119365236,0
C0292256547,0
C1523045056,0
C9758224647,0
C2905135597,0
C6150620064,0
C8126455391,0
C6310431137,0
C1779107173,0
C7115400691,0
C2173652114,0
C7881958259,1
C9618283385,0
C7309053577,0
C3867125307,0
C3812867218,0
C0447951543,0
C6941154186,0
C0616839267,0
C8674663075,0
C3851543503,0
C2723020414,0
C9822008278,0
C3614101032,0
C5690661216,0
C6395453416,0
C7798007033,0
C8565806821,0
C3658026093,0
C1448018485,0
C1431507424,0
C5335233269,0
C0632806009,0
C1650189559,0
C7153522979,0
C9612634018,0
C2361216845,0
C5225715978,1
C6959624910,0
C4521837887,0
C6240290162,0
C3910850631,0
C5843895109,0
C3550568204,0
C1286097641,0
C4856890926,0
C0284561465,0
C1417298555,0
C2100113146,0
C9353960440,1
C9118124826,0
C8021459598,0
C1433831141,0
C9965304531,0
C8121591253,0
C5136753553,0
C1679792749,0
C4391304745,0
C3038304399,1
C6195826914,0
C6230045401,1
C7485743415,0
C2396583615,0
C3709198633,1
C6201322887,0
C2607796359,0
C9264319069,0
C7793312426,0
C1530052293,0
C5626231594,0
C7496318773,0
C0664006180,1
C1753927352,1
C3823313090,1
C2988677864,0
C5573415496,0
C9197554255,0
C6159259645,1
C2758313106,1
C2216040465,1
C5221538936,0
C9221871038,0
C2477454152,0
C4029241117,1
C4711661645,0
C7574615561,1
C3055725429,0
C8626325377,0
C8345364589,0
C1984910101,0
C4632183374,1
C8862913756,0
C0935283011,0
C5196288967,0
C4756503001,0
C3933831649,0
C1569129426,0
C7189122232,1
C1633186031,0
C5782538682,1
C8895862625,0
C6528437047,0
C3022781522,0
C1435862002,0
C7525216997,0
C7438405369,0
C0746768241,0
C3922253238,0
C8949480017,0
C2746597765,0
C5979437120,0
C5029499312,0
C7378045169,0
C1501570617,0
C5560234002,0
C2770531801,0
C5473640259,0
C4194408230,0
C3640299299,0
C1750563211,0
C7059294862,0
C7857304594,1
C2958283342,0
C4537702077,0
C9447056882,0
C0299640553,1
C2021048227,0
C9702150091,0
C2073748478,0
C6381398052,0
C2108382946,0
C4343062914,0
C8336827769,1
C1219026828,0
C5209667397,0
C2117383375,0
C2313667482,0
C7845619966,0
C8042548932,1
C3601261945,0
C9007451260,0
C3183474101,0
C8030320120,0
C2297498626,0
C3936152472,0
C6046475667,1
C1651822927,1
C0229623630,0
C7638802136,0
C1501985889,0
C9718742304,0
C6422554502,0
C5104451004,0
C6044805162,0
C9138130894,0
C7648699087,0
C0825858491,0
C3678893517,0
C2754159355,0
C8203589169,0
C3183791928,0
C9751488854,0
C8166993879,0
C8828511733,0
C4236181574,1
C2036468929,1
C5380309418,0
C4588027574,1
C9577611949,1
C9372912735,0
C7235547095,0
C9596874779,1
C9873709981,0
C6680111879,0
C5900729434,1
C5579058223,0
C7595183778,0
C2878581817,0
C8542045204,0
C8110111470,0
C8151831277,0
C6339116977,0
C5088950705,0
C2615251391,0
C1381845438,0
C7071941859,0
C1593814357,0
C6734468308,0
C3648152385,1
C5181437930,0
C5745121891,0
C2589682794,0
C0631284290,0
C5900991547,1
C0364866772,0
C1906243944,0
C5705677865,0
C0181626828,1
C9230325195,0
